"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 11:20:54 EEST 2024","Tue Apr 23 11:21:04 EEST 2024","9253","chromium","","","","","API POST Request",""
